SN,x,y,species,code,dia_cm,height_m,class
2291,307850,3033519,Cedrela toona,,95,26,4
2292,307993,3033877,Dalbergia sissoo,,49,23,2
2293,308421,3034178,Eugenia Jambolana,,90,28,2
2294,308612,3033711,Hymenodictyon excelsum,,36,15,1
2295,309302,3033968,Lagerstroemia parviflora,,25,27,2
2296,307971,3033726,Michelia champaca,,72,22,1
2297,308036,3033652,Pinus roxburghii,,53,23,2
2298,307923,3033577,Pinus wallichiana,,31,15,1
2299,308968,3033404,Quercus spp,,12,26,1
2300,308351,3034185,Schima wallichii,,62,25,4
2301,308504,3034087,Shorea robusta,,65,24,1
2302,309068,3033427,Terminalia alata,,95,28,4
2303,307986,3033367,Trewia nudiflora,,85,25,2
2304,309267,3033933,Tsuga spp,,25,27,1
2305,307733,3033308,Terai spp,,57,24,1
2306,309142,3033559,Hill spp,,22,16,3
2307,308424,3033902,Abies spp,,50,24,4
2308,309222,3033905,Acacia catechu,,28,17,3
2309,308529,3033694,Adina cardifolia,,97,29,1
2310,309130,3033178,Albizia spp,,21,30,4
2311,309211,3033169,Alnus nepalensis,,25,16,4
2312,308723,3033708,Anogeissus latifolia,,84,19,3
2313,309323,3033818,Bombax ceiba,,46,23,1
2314,308225,3033601,Cedrela toona,,64,15,4
2315,308201,3033857,Dalbergia sissoo,,47,21,1
2316,307914,3033356,Eugenia Jambolana,,53,30,4
2317,308159,3033541,Hymenodictyon excelsum,,32,27,3
2318,308109,3034025,Lagerstroemia parviflora,,60,15,3
2319,308617,3034136,Michelia champaca,,77,26,3
2320,307806,3033377,Pinus roxburghii,,72,20,4
2321,309015,3033751,Pinus wallichiana,,91,24,1
2322,308448,3033979,Quercus spp,,74,24,1
2323,308198,3034137,Schima wallichii,,30,30,2
2324,307496,3033366,Shorea robusta,,44,30,1
2325,308904,3033731,Terminalia alata,,37,29,1
2326,308707,3033731,Trewia nudiflora,,66,29,4
2327,308885,3033763,Tsuga spp,,64,24,2
2328,308538,3033703,Terai spp,,81,15,1
2329,308565,3033217,Hill spp,,56,30,1
2330,307474,3033369,Abies spp,,37,23,1
2331,309185,3033361,Acacia catechu,,26,26,2
2332,309262,3033850,Adina cardifolia,,82,16,3
2333,308271,3034218,Albizia spp,,10,25,3
2334,308282,3033970,Alnus nepalensis,,71,26,2
2335,308205,3033722,Anogeissus latifolia,,68,20,4
2336,309319,3033895,Bombax ceiba,,94,29,2
2337,308578,3033910,Cedrela toona,,54,21,4
2338,309105,3033267,Abies spp,,73,24,2
2339,308215,3033716,Acacia catechu,,64,16,4
2340,309219,3033514,Adina cardifolia,,41,26,2
2341,309171,3033678,Albizia spp,,29,16,3
2342,308936,3033469,Alnus nepalensis,,68,28,2
2343,308487,3034256,Anogeissus latifolia,,39,15,2
2344,308203,3033792,Bombax ceiba,,88,24,4
2345,307768,3033429,Cedrela toona,,12,29,3
2346,308188,3033982,Dalbergia sissoo,,12,20,3
2347,308698,3033689,Eugenia Jambolana,,12,27,2
2348,308360,3033985,Hymenodictyon excelsum,,77,15,1
2349,308263,3033668,Lagerstroemia parviflora,,74,25,2
2350,308093,3034018,Michelia champaca,,63,23,1
2351,308743,3033446,Pinus roxburghii,,81,28,4
2352,308497,3033615,Pinus wallichiana,,86,29,4
2353,308665,3033841,Quercus spp,,98,24,2
2354,309231,3033545,Schima wallichii,,77,27,1
2355,308894,3033460,Shorea robusta,,31,17,4
2356,308815,3033802,Terminalia alata,,79,22,1
2357,308071,3033878,Trewia nudiflora,,91,21,1
2358,308394,3034095,Tsuga spp,,34,28,1
2359,308579,3033880,Terai spp,,36,22,3
2360,308288,3034100,Hill spp,,64,21,1
2361,308384,3034133,Abies spp,,73,24,4
2362,308370,3033941,Acacia catechu,,12,18,4
2363,308401,3033913,Adina cardifolia,,12,19,3
2364,307725,3033498,Albizia spp,,11,25,1
2365,309349,3033827,Alnus nepalensis,,85,27,3
2366,308647,3033478,Anogeissus latifolia,,61,27,4
2367,308793,3033406,Bombax ceiba,,86,19,2
2368,308595,3034163,Cedrela toona,,19,30,2
2369,309448,3033676,Dalbergia sissoo,,63,29,2
2370,308545,3034274,Eugenia Jambolana,,78,28,3
2371,308456,3033949,Hymenodictyon excelsum,,99,20,1
2372,309136,3033742,Lagerstroemia parviflora,,53,21,1
2373,308754,3033271,Michelia champaca,,59,28,1
2374,308604,3033714,Pinus roxburghii,,51,30,4
2375,308574,3033208,Pinus wallichiana,,96,28,2
2376,307419,3033396,Quercus spp,,82,23,3
2377,308477,3033972,Schima wallichii,,11,29,4
2378,308402,3034047,Shorea robusta,,59,17,2
2379,308624,3033793,Terminalia alata,,18,23,2
2380,308451,3033822,Trewia nudiflora,,51,27,1
2381,308993,3033569,Tsuga spp,,36,20,2
2382,307524,3033325,Terai spp,,53,15,3
2383,307849,3033264,Hill spp,,95,26,4
2384,309203,3033179,Abies spp,,45,26,4
2385,308534,3034073,Acacia catechu,,70,19,2
2386,308244,3034130,Adina cardifolia,,89,26,4
2387,308700,3033511,Albizia spp,,64,30,2
2388,308383,3034224,Alnus nepalensis,,89,16,3
2389,308146,3033847,Anogeissus latifolia,,17,17,4
2390,309363,3033362,Bombax ceiba,,75,19,3
2391,309429,3033672,Cedrela toona,,22,25,4
2392,308686,3033275,Abies spp,,84,15,1
2393,308546,3033647,Acacia catechu,,60,28,2
2394,308350,3034054,Adina cardifolia,,67,21,2
2395,308721,3033239,Albizia spp,,70,20,3
2396,308722,3033623,Alnus nepalensis,,80,25,2
2397,309150,3033386,Anogeissus latifolia,,17,17,4
2398,308749,3033662,Bombax ceiba,,29,15,1
2399,308926,3033684,Cedrela toona,,24,23,1
2400,307595,3033275,Dalbergia sissoo,,44,30,4
2401,308684,3033654,Eugenia Jambolana,,13,25,3
2402,308589,3033300,Hymenodictyon excelsum,,51,29,4
2403,309027,3033706,Lagerstroemia parviflora,,87,18,2
2404,307982,3033424,Michelia champaca,,79,29,3
2405,309297,3033885,Pinus roxburghii,,32,20,1
2406,308347,3034112,Pinus wallichiana,,100,28,1
2407,307911,3033265,Quercus spp,,48,19,1
2408,307850,3033393,Schima wallichii,,68,26,1
2409,307954,3033805,Shorea robusta,,90,30,3
2410,308392,3033978,Terminalia alata,,94,18,2
2411,309023,3033503,Trewia nudiflora,,90,22,4
2412,307827,3033457,Tsuga spp,,87,18,3
2413,307826,3033491,Terai spp,,88,24,2
2414,308036,3033883,Hill spp,,40,25,4
2415,308447,3034077,Abies spp,,15,15,4
2416,308873,3033705,Acacia catechu,,43,28,4
2417,308353,3034232,Adina cardifolia,,11,22,2
2418,308095,3033597,Albizia spp,,79,30,4
2419,308611,3033553,Alnus nepalensis,,58,28,2
2420,308447,3033865,Anogeissus latifolia,,25,22,3
2421,308920,3033431,Bombax ceiba,,96,30,2
2422,308369,3033756,Cedrela toona,,62,19,1
2423,309062,3033164,Dalbergia sissoo,,54,23,3
2424,309432,3033620,Eugenia Jambolana,,42,30,3
2425,308157,3034103,Hymenodictyon excelsum,,13,16,4
2426,308464,3034237,Lagerstroemia parviflora,,36,30,3
2427,308248,3034062,Michelia champaca,,14,23,1
2428,308969,3033535,Pinus roxburghii,,42,17,2
2429,309438,3033604,Pinus wallichiana,,32,27,2
2430,309267,3033121,Quercus spp,,83,18,4
2431,308364,3033909,Schima wallichii,,34,16,2
2432,308463,3034286,Shorea robusta,,41,20,3
2433,307885,3033173,Terminalia alata,,39,23,3
2434,309040,3033697,Trewia nudiflora,,45,16,2
2435,308710,3033747,Tsuga spp,,96,15,4
2436,308387,3033586,Terai spp,,51,25,4
2437,309225,3033309,Hill spp,,96,17,2
2438,308325,3033749,Abies spp,,12,19,1
2439,308213,3033644,Acacia catechu,,92,18,2
2440,309046,3033659,Adina cardifolia,,38,15,3
2441,308913,3033396,Albizia spp,,86,18,3
2442,307699,3033216,Alnus nepalensis,,30,28,4
2443,308254,3034050,Anogeissus latifolia,,84,18,2
2444,307735,3033400,Bombax ceiba,,77,16,1
2445,308581,3033211,Cedrela toona,,45,25,1
2446,307860,3033203,Abies spp,,35,26,1
2447,308163,3033935,Acacia catechu,,90,18,2
2448,308479,3033604,Adina cardifolia,,96,30,3
2449,308073,3033593,Albizia spp,,37,17,1
2450,308545,3034266,Alnus nepalensis,,62,25,4
2451,308557,3033814,Anogeissus latifolia,,87,21,1
2452,309426,3033576,Bombax ceiba,,79,16,1
2453,308706,3033687,Cedrela toona,,13,22,3
2454,308088,3033918,Dalbergia sissoo,,92,30,2
2455,308714,3033825,Eugenia Jambolana,,43,18,3
2456,309068,3033284,Hymenodictyon excelsum,,35,20,3
2457,307812,3033334,Lagerstroemia parviflora,,11,16,3
2458,309340,3033338,Michelia champaca,,60,27,1
2459,308321,3033675,Pinus roxburghii,,35,17,3
2460,308440,3034095,Pinus wallichiana,,92,15,1
2461,308434,3033566,Quercus spp,,81,19,2
2462,308700,3033880,Schima wallichii,,61,18,1
2463,309312,3033908,Shorea robusta,,43,15,3
2464,307889,3033399,Terminalia alata,,15,29,1
2465,309056,3033286,Trewia nudiflora,,29,27,2
2466,307945,3033471,Tsuga spp,,56,17,2
2467,308624,3033670,Terai spp,,21,19,4
2468,309154,3033374,Hill spp,,23,25,2
2469,309089,3033467,Abies spp,,88,21,1
2470,307929,3033258,Acacia catechu,,29,19,1
2471,308155,3033544,Adina cardifolia,,57,26,1
2472,308539,3033767,Albizia spp,,87,20,1
2473,308834,3033486,Abies spp,,29,24,4
2474,309409,3033665,Acacia catechu,,55,17,4
2475,309152,3033350,Adina cardifolia,,32,27,1
2476,308688,3033657,Albizia spp,,57,21,4
2477,307962,3033979,Alnus nepalensis,,48,24,2
2478,308429,3033983,Anogeissus latifolia,,71,16,2
2479,308623,3033180,Bombax ceiba,,13,20,4
2480,308307,3034132,Cedrela toona,,23,30,2
2481,309192,3033636,Dalbergia sissoo,,72,25,1
2482,308220,3033668,Eugenia Jambolana,,91,22,4
2483,309033,3033191,Hymenodictyon excelsum,,48,23,2
2484,308410,3034267,Lagerstroemia parviflora,,56,29,4
2485,308738,3033378,Michelia champaca,,32,23,3
2486,308994,3033272,Pinus roxburghii,,34,21,2
2487,308215,3033658,Pinus wallichiana,,76,27,1
2488,309131,3033452,Quercus spp,,80,30,4
2489,308069,3034010,Schima wallichii,,44,21,1
2490,309012,3033363,Shorea robusta,,68,27,2
2491,309166,3033734,Terminalia alata,,96,28,1
2492,308016,3033904,Trewia nudiflora,,75,20,1
2493,308689,3033134,Tsuga spp,,88,27,1
2494,307795,3033158,Terai spp,,59,28,4
2495,309244,3033295,Hill spp,,38,22,1
2496,308627,3033221,Abies spp,,57,17,1
2497,309136,3033232,Acacia catechu,,61,22,3
2498,308982,3033818,Adina cardifolia,,83,21,1
2499,308616,3033391,Albizia spp,,85,18,1
2500,308678,3033916,Alnus nepalensis,,14,28,3
2501,308059,3033456,Anogeissus latifolia,,51,20,1
2502,308820,3033617,Bombax ceiba,,64,15,1
2503,308284,3034156,Cedrela toona,,54,24,1
2504,308344,3033591,Dalbergia sissoo,,75,26,2
2505,307835,3033610,Eugenia Jambolana,,42,25,3
2506,308652,3033522,Hymenodictyon excelsum,,85,22,1
2507,308168,3033832,Lagerstroemia parviflora,,75,27,1
2508,308338,3033609,Michelia champaca,,48,20,1
2509,308254,3034006,Pinus roxburghii,,38,27,4
2510,307658,3033226,Pinus wallichiana,,24,15,4
2511,308573,3034135,Quercus spp,,79,19,3
2512,309442,3033576,Schima wallichii,,99,21,1
2513,307968,3033575,Shorea robusta,,12,21,3
2514,308598,3033528,Terminalia alata,,83,17,1
2515,309098,3033590,Trewia nudiflora,,33,18,4
2516,308055,3033918,Tsuga spp,,98,26,4
2517,308789,3033241,Terai spp,,36,29,1
2518,309172,3033878,Hill spp,,30,22,3
2519,309171,3033450,Abies spp,,97,26,4
2520,308218,3033978,Acacia catechu,,72,28,2
2521,307988,3033360,Adina cardifolia,,96,28,4
2522,307414,3033352,Albizia spp,,85,20,4
2523,308129,3033608,Alnus nepalensis,,59,19,1
2524,308302,3033859,Anogeissus latifolia,,57,15,3
2525,307954,3033374,Bombax ceiba,,48,27,2
2526,309044,3033880,Cedrela toona,,21,27,1
2527,309171,3033725,Abies spp,,73,23,1
2528,308557,3033804,Acacia catechu,,92,16,1
2529,309181,3033353,Adina cardifolia,,79,20,4
2530,308364,3033828,Albizia spp,,85,25,3
2531,309281,3033552,Alnus nepalensis,,47,26,3
2532,308296,3033704,Anogeissus latifolia,,47,25,2
2533,307924,3033830,Bombax ceiba,,13,23,4
2534,308044,3033460,Cedrela toona,,46,19,4
2535,309214,3033788,Dalbergia sissoo,,96,25,3
2536,308048,3033628,Eugenia Jambolana,,87,16,3
2537,308566,3033759,Hymenodictyon excelsum,,86,16,3
2538,308536,3033812,Lagerstroemia parviflora,,68,21,2
2539,308742,3033385,Michelia champaca,,80,15,3
2540,308445,3033830,Pinus roxburghii,,40,28,3
2541,309258,3033667,Pinus wallichiana,,93,17,3
2542,308719,3033315,Quercus spp,,55,22,1
2543,309269,3033890,Schima wallichii,,97,28,2
2544,308205,3033937,Shorea robusta,,42,28,3
2545,308687,3033675,Terminalia alata,,77,29,2
2546,308515,3034171,Trewia nudiflora,,18,20,1
2547,307923,3033507,Tsuga spp,,77,30,1
2548,309026,3033182,Terai spp,,87,27,4
2549,308755,3033796,Hill spp,,49,21,1
2550,308537,3033372,Abies spp,,78,28,3
2551,308796,3033294,Acacia catechu,,24,28,2
2552,307900,3033842,Adina cardifolia,,37,22,3
2553,308003,3033943,Albizia spp,,96,25,4
2554,308003,3033895,Alnus nepalensis,,76,30,4
2555,308592,3033312,Anogeissus latifolia,,34,15,4
2556,309214,3033760,Bombax ceiba,,37,23,2
2557,309240,3033938,Cedrela toona,,29,26,1
2558,309048,3033257,Dalbergia sissoo,,28,16,4
2559,308349,3033866,Eugenia Jambolana,,90,16,4
2560,308484,3034052,Hymenodictyon excelsum,,74,22,1
2561,308555,3033765,Lagerstroemia parviflora,,22,17,2
2562,308594,3033343,Michelia champaca,,73,18,4
2563,308847,3033762,Pinus roxburghii,,17,25,3
2564,308718,3033590,Pinus wallichiana,,88,22,3
2565,308069,3033601,Quercus spp,,78,15,3
2566,308601,3033347,Schima wallichii,,95,26,4
2567,308628,3033817,Shorea robusta,,37,19,3
2568,308821,3033578,Terminalia alata,,93,16,3
2569,309215,3033090,Trewia nudiflora,,52,18,1
2570,308931,3033423,Tsuga spp,,81,27,4
2571,309117,3033924,Terai spp,,87,18,1
2572,308672,3033350,Hill spp,,67,27,2
2573,308651,3033733,Abies spp,,54,18,2
2574,308810,3033382,Acacia catechu,,19,15,2
2575,307993,3033605,Adina cardifolia,,49,20,4
2576,308297,3034195,Albizia spp,,65,19,1
2577,308186,3034058,Alnus nepalensis,,26,28,2
2578,307490,3033336,Anogeissus latifolia,,66,24,1
2579,309026,3033806,Bombax ceiba,,26,25,4
2580,308803,3033221,Cedrela toona,,18,24,2
2581,308141,3033995,Abies spp,,84,26,4
2582,307392,3033375,Acacia catechu,,77,18,1
2583,308765,3033319,Adina cardifolia,,71,17,3
2584,308841,3033575,Albizia spp,,14,18,1
2585,307888,3033769,Alnus nepalensis,,19,26,1
2586,308720,3033572,Anogeissus latifolia,,83,27,1
2587,308722,3033569,Bombax ceiba,,95,29,3
2588,308989,3033307,Cedrela toona,,62,27,2
2589,309364,3033764,Dalbergia sissoo,,31,29,2
2590,309204,3033485,Eugenia Jambolana,,47,17,3
2591,308903,3033472,Hymenodictyon excelsum,,64,20,2
2592,307950,3033939,Lagerstroemia parviflora,,31,21,1
2593,308571,3033548,Michelia champaca,,71,26,3
2594,309155,3033639,Pinus roxburghii,,43,23,3
2595,307405,3033324,Pinus wallichiana,,18,30,1
2596,308979,3033362,Quercus spp,,22,16,4
2597,308832,3033325,Schima wallichii,,26,15,3
2598,308291,3033739,Shorea robusta,,96,26,3
2599,308784,3033529,Terminalia alata,,26,29,1
2600,308977,3033445,Trewia nudiflora,,65,22,1
2601,308811,3033432,Tsuga spp,,40,20,1
2602,308637,3033989,Terai spp,,58,21,2
2603,309173,3033296,Hill spp,,57,29,1
2604,308018,3033920,Abies spp,,93,24,2
2605,307390,3033395,Acacia catechu,,30,22,1
2606,307758,3033184,Adina cardifolia,,81,30,3
2607,308357,3033649,Albizia spp,,11,27,3
2608,308765,3033281,Alnus nepalensis,,53,27,2
2609,309159,3033859,Anogeissus latifolia,,88,29,1
2610,308194,3033833,Bombax ceiba,,89,15,2
2611,308977,3033787,Cedrela toona,,54,20,3
2612,309362,3033745,Dalbergia sissoo,,24,28,1
2613,309340,3033827,Eugenia Jambolana,,19,25,1
2614,307955,3033632,Hymenodictyon excelsum,,84,22,3
2615,308777,3033750,Lagerstroemia parviflora,,100,27,2
2616,308206,3033538,Michelia champaca,,89,18,3
2617,308386,3033801,Pinus roxburghii,,53,27,2
2618,308610,3033689,Pinus wallichiana,,15,21,2
2619,309236,3033922,Quercus spp,,86,19,2
2620,307702,3033405,Schima wallichii,,56,16,4
2621,308730,3033418,Shorea robusta,,59,24,1
2622,309256,3033206,Terminalia alata,,58,24,2
2623,308082,3034041,Trewia nudiflora,,15,16,1
2624,307740,3033381,Tsuga spp,,63,20,2
2625,309412,3033710,Terai spp,,52,30,3
2626,309325,3033574,Hill spp,,24,29,4
2627,307716,3033267,Abies spp,,96,20,2
2628,308199,3033822,Acacia catechu,,74,24,3
2629,308373,3033570,Adina cardifolia,,43,28,3
2630,308263,3033813,Albizia spp,,26,18,4
2631,307646,3033322,Alnus nepalensis,,17,25,3
2632,309194,3033690,Anogeissus latifolia,,90,15,2
2633,308755,3033830,Bombax ceiba,,22,27,1
2634,308316,3033834,Cedrela toona,,72,26,1
2635,308505,3033758,Abies spp,,23,25,4
2636,309054,3033817,Acacia catechu,,70,23,1
2637,307870,3033470,Adina cardifolia,,99,27,3
2638,309054,3033438,Albizia spp,,64,21,4
2639,307872,3033737,Alnus nepalensis,,64,16,1
2640,308125,3034059,Anogeissus latifolia,,50,26,1
2641,308397,3034012,Bombax ceiba,,52,19,4
2642,308897,3033496,Cedrela toona,,30,23,3
2643,309224,3033859,Dalbergia sissoo,,96,26,3
2644,309401,3033761,Eugenia Jambolana,,73,30,1
2645,308969,3033805,Hymenodictyon excelsum,,84,16,2
2646,308974,3033523,Lagerstroemia parviflora,,98,27,4
2647,308585,3033538,Michelia champaca,,85,29,4
2648,308598,3033479,Pinus roxburghii,,13,17,4
2649,307936,3033100,Pinus wallichiana,,41,25,1
2650,309341,3033907,Quercus spp,,99,15,4
2651,308128,3034109,Schima wallichii,,20,26,4
2652,308342,3034087,Shorea robusta,,66,19,1
2653,308801,3033790,Terminalia alata,,34,22,1
2654,308774,3033828,Trewia nudiflora,,78,29,4
2655,309251,3033331,Tsuga spp,,70,29,1
2656,307931,3033873,Terai spp,,19,17,1
2657,307589,3033332,Hill spp,,23,23,4
2658,309281,3033845,Abies spp,,61,24,4
2659,308601,3033908,Acacia catechu,,56,23,1
2660,308590,3034119,Adina cardifolia,,70,22,4
2661,308740,3033818,Albizia spp,,26,22,3
2662,308172,3034120,Alnus nepalensis,,95,20,3
2663,309116,3033190,Anogeissus latifolia,,29,25,3
2664,309334,3033858,Bombax ceiba,,27,23,4
2665,308484,3034064,Cedrela toona,,95,24,1
2666,307947,3033610,Dalbergia sissoo,,14,25,2
2667,309077,3033631,Eugenia Jambolana,,38,29,1
2668,307721,3033156,Hymenodictyon excelsum,,98,30,2
2669,308791,3033551,Lagerstroemia parviflora,,43,18,1
2670,308231,3033865,Michelia champaca,,18,19,2
2671,308711,3033237,Pinus roxburghii,,49,28,3
2672,307679,3033325,Pinus wallichiana,,23,28,1
2673,309177,3033255,Quercus spp,,88,20,3
2674,309003,3033519,Schima wallichii,,22,30,1
2675,308699,3033391,Shorea robusta,,44,18,4
2676,307715,3033281,Terminalia alata,,44,19,1
2677,308202,3033782,Trewia nudiflora,,97,24,2
2678,308548,3033695,Tsuga spp,,64,26,4
2679,308683,3033412,Terai spp,,18,29,3
2680,308561,3033851,Hill spp,,30,19,2
2681,309281,3033410,Abies spp,,78,18,1
2682,308117,3033839,Acacia catechu,,82,30,3
2683,308046,3033805,Adina cardifolia,,48,21,1
2684,307821,3033540,Albizia spp,,97,23,2
2685,308184,3033605,Alnus nepalensis,,48,25,3
2686,309346,3033759,Anogeissus latifolia,,59,23,4
2687,307468,3033355,Bombax ceiba,,27,19,3
2688,308390,3033603,Cedrela toona,,84,16,1
2689,308777,3033204,Abies spp,,14,17,1
2690,309325,3033762,Acacia catechu,,62,24,3
2691,309158,3033378,Adina cardifolia,,79,28,2
2692,309219,3033543,Albizia spp,,58,21,2
2693,309240,3033405,Alnus nepalensis,,55,27,1
2694,308291,3034209,Anogeissus latifolia,,91,28,2
2695,309067,3033883,Bombax ceiba,,37,23,3
2696,308594,3033317,Abies spp,,57,17,3
2697,308230,3033906,Acacia catechu,,35,27,1
2698,309083,3033547,Adina cardifolia,,99,22,3
2699,309042,3033431,Albizia spp,,58,23,1
2700,308276,3033999,Alnus nepalensis,,62,29,2
2701,308169,3033869,Anogeissus latifolia,,40,16,3
2702,308569,3033394,Bombax ceiba,,24,28,2
2703,307958,3033352,Cedrela toona,,70,16,3
2704,308183,3034075,Dalbergia sissoo,,91,25,3
2705,308687,3033299,Eugenia Jambolana,,97,28,2
2706,308314,3034189,Hymenodictyon excelsum,,80,29,2
2707,308118,3033774,Lagerstroemia parviflora,,12,25,2
2708,308947,3033835,Michelia champaca,,47,15,3
2709,308512,3033711,Pinus roxburghii,,69,26,1
2710,309007,3033555,Pinus wallichiana,,99,21,2
2711,307730,3033491,Quercus spp,,73,25,2
2712,308833,3033404,Schima wallichii,,13,21,2
2713,308787,3033797,Shorea robusta,,50,22,4
2714,308430,3034228,Terminalia alata,,27,25,2
2715,308359,3033647,Trewia nudiflora,,44,21,3
2716,307929,3033506,Tsuga spp,,83,19,2
2717,308302,3034217,Terai spp,,55,21,3
2718,308526,3034132,Hill spp,,93,28,2
2719,308616,3033391,Abies spp,,96,16,4
2720,309050,3033311,Acacia catechu,,52,25,1
2721,308002,3033994,Adina cardifolia,,25,22,1
2722,309435,3033641,Albizia spp,,41,20,4
2723,309181,3033720,Alnus nepalensis,,84,29,3
2724,307467,3033317,Anogeissus latifolia,,20,26,3
2725,308503,3033758,Bombax ceiba,,90,30,2
2726,309081,3033501,Cedrela toona,,88,27,1
2727,308216,3034203,Dalbergia sissoo,,18,19,2
2728,308423,3033954,Eugenia Jambolana,,55,20,3
2729,308180,3033500,Hymenodictyon excelsum,,22,24,4
2730,308004,3033757,Lagerstroemia parviflora,,79,30,3
2731,308813,3033804,Michelia champaca,,94,25,4
2732,309027,3033692,Pinus roxburghii,,42,26,1
2733,307924,3033135,Pinus wallichiana,,29,24,1
2734,308563,3033270,Quercus spp,,30,16,1
2735,309258,3033205,Schima wallichii,,23,30,4
2736,307807,3033170,Shorea robusta,,84,26,2
2737,308723,3033256,Terminalia alata,,27,27,2
2738,308454,3034221,Trewia nudiflora,,37,29,3
2739,307986,3033925,Tsuga spp,,51,18,2
2740,309294,3033496,Terai spp,,35,29,4
2741,309167,3033669,Hill spp,,41,17,2
2742,309153,3033643,Abies spp,,11,27,1
2743,308619,3034004,Acacia catechu,,75,26,4
2744,307699,3033465,Adina cardifolia,,44,15,2
2745,307877,3033779,Albizia spp,,66,18,1
2746,308152,3033730,Alnus nepalensis,,39,26,1
2747,308340,3033625,Anogeissus latifolia,,94,18,2
2748,309364,3033826,Bombax ceiba,,64,17,2
2749,308116,3033597,Cedrela toona,,91,25,1
2750,308755,3033396,Abies spp,,31,29,2
2751,308784,3033470,Acacia catechu,,78,18,4
2752,309104,3033714,Adina cardifolia,,17,27,3
2753,308283,3033605,Albizia spp,,65,29,2
2754,309033,3033760,Alnus nepalensis,,86,23,3
2755,308454,3034200,Anogeissus latifolia,,81,22,1
2756,309396,3033465,Bombax ceiba,,20,28,3
2757,309222,3033511,Cedrela toona,,45,26,4
2758,308367,3033581,Dalbergia sissoo,,68,19,3
2759,309366,3033815,Eugenia Jambolana,,41,25,1
